"","Date","Colony","Ant.ID","Pair.ID","Ant.In.Pair","Time","Junction","Entered.From","Exited.Toward","Action..inspect.ignore.","Inspect","Num.Inspections","Node.From","Node.To","Num.Nodes.Passed","Type","Tip.Location","Distance.from.Trunk"
"1","6/21/21","21-SP3","1A","1","A",NA,"72",NA,NA,"inspect",TRUE,1,"7","7",18,"nest","B3",1
"2","6/21/21","21-SP3","1A","1","A",NA,"51",NA,NA,NA,FALSE,1,"50","50",22,"water","B0",3
"3","6/21/21","21-SP3","1A","1","A",NA,"321",NA,NA,NA,FALSE,1,"32","32",28,"nest","A2",5
"4","6/21/21","21-SP3","1A","1","A",NA,"322",NA,NA,NA,FALSE,1,"32","32",30,"tag","A3",5
"5","6/21/21","21-SP3","1B","1","B",NA,"2221",NA,NA,"inspect",TRUE,1,"222","222",24,"water","H2",9
"6","6/21/21","21-SP3","1B","1","B",NA,"2111",NA,NA,NA,FALSE,1,"211","211",30,"tag","G0",9
"7","6/21/21","21-SP3","1B","1","B",NA,"2121",NA,NA,NA,FALSE,1,"212","212",34,"water","G2",9
"8","6/21/21","21-SP3","1B","1","B",NA,"2122",NA,NA,NA,FALSE,1,"212","212",36,"sugar","G3",9
"9","6/22/21","21-SP3","2A","2","A","16:13","2222",NA,NA,"inspect (sugar drink)",TRUE,1,"222","222",7,"sugar","H3",9
"10","6/22/21","21-SP3","2A","2","A",NA,"2221",NA,NA,NA,FALSE,1,"222","222",9,"water","H2",9
"11","6/22/21","21-SP3","2A","2","A",NA,"2112",NA,NA,"inspect",TRUE,2,"211","211",15,"nest","G1",9
"12","6/22/21","21-SP3","2A","2","A",NA,"2111",NA,NA,"inspect (nothing there)",TRUE,3,"211","211",17,"tag","G0",9
"13","6/22/21","21-SP3","2A","2","A",NA,"1222",NA,NA,"inpsect (nothing)",FALSE,3,"122","122",27,"tag","D3",7
"14","6/22/21","21-SP3","2A","2","A",NA,"1212",NA,NA,NA,FALSE,3,"121","121",31,"sugar","D1",7
"15","6/22/21","21-SP3","2A","2","A",NA,"1122",NA,NA,"inspect",TRUE,4,"112","112",38,"sugar","C3",7
"16","6/22/21","21-SP3","2A","2","A",NA,"1222",NA,NA,"inpsect (nothing)",FALSE,4,"122","122",45,"tag","D3",7
"17","6/22/21","21-SP3","2A","2","A",NA,"1221",NA,NA,"inspect",TRUE,5,"122","122",47,"nest","D2",7
"18","6/22/21","21-SP3","2A","2","A",NA,"1222",NA,NA,NA,FALSE,5,"122","122",49,"tag","D3",7
"19","6/22/21","21-SP3","2A","2","A","16:19","52",NA,NA,"inspect (crawling around sugar tube 50+ times)",TRUE,6,"50","-1",57,"sugar","B1",3
"20","6/22/21","21-SP3","2B","2","B",NA,"2222",NA,NA,NA,FALSE,0,"222","222",7,"sugar","H3",9
"21","6/23/21","21-SP3","3A","3","A",NA,"322",NA,NA,"inspect",TRUE,1,"32","32",8,"tag","A3",5
"22","6/23/21","21-SP3","3A","3","A","15:22","312",NA,NA,"inspect",TRUE,2,"31","31",14,"sugar","A1",5
"23","6/23/21","21-SP3","3A","3","A",NA,"322",NA,NA,NA,FALSE,2,"32","32",18,"tag","A3",5
"24","6/23/21","21-SP3","3B","3","B",NA,"2212",NA,NA,"inspect (nest, went fast up and down)",TRUE,1,"221","221",9,"nest","H1",9
"25","6/23/21","21-SP3","3B","3","B",NA,"2211",NA,NA,NA,FALSE,1,"221","221",11,"tag","H0",9
"26","6/23/21","21-SP3","4A","4","A",NA,"2111",NA,NA,NA,FALSE,0,"211","211",23,"tag","G0",9
"27","6/23/21","21-SP3","4B","4","B",NA,"2222",NA,NA,NA,FALSE,0,"222","222",18,"sugar","H3",9
"28","6/23/21","21-SP3","4B","4","B",NA,"2221",NA,NA,"inspect",TRUE,1,"222","222",20,"water","H2",9
"29","6/23/21","21-SP3","4B","4","B",NA,"2222",NA,NA,"inspect",TRUE,2,"222","222",22,"sugar","H3",9
"30","6/24/21","21-SP3","5A","5","A",NA,"2221",NA,NA,"inspect",TRUE,1,"222","222",46,"water","H2",9
"31","6/24/21","21-SP3","5A","5","A",NA,"61",NA,NA,NA,FALSE,1,"60","60",56,"water","F2",9
"32","6/24/21","21-SP3","5A","5","A",NA,"62",NA,NA,NA,FALSE,1,"60","60",58,"sugar","F3",9
"33","6/24/21","21-SP3","5A","5","A",NA,"421",NA,NA,NA,FALSE,1,"42","42",64,"water","E2",9
"34","6/24/21","21-SP3","5A","5","A",NA,"422",NA,NA,NA,FALSE,1,"42","42",66,"sugar","E3",9
"35","6/24/21","21-SP3","6A","6","A",NA,"322",NA,NA,"inspect (tag)",TRUE,1,"32","32",47,"tag","A3",5
"36","6/24/21","21-SP3","6A","6","A",NA,"72",NA,NA,NA,FALSE,1,"7","71",53,"nest","B3",1
"37","6/24/21","21-SP3","6A","6","A",NA,"71",NA,NA,"inspect (trunk)",TRUE,2,"72","7",54,"trunk","B2",0
"38","6/24/21","21-SP3","6A","6","A",NA,"52",NA,NA,"inspect",TRUE,3,"50","50",59,"sugar","B1",3
"39","6/24/21","21-SP3","6A","6","A",NA,"51",NA,NA,NA,FALSE,3,"50","50",61,"water","B0",3
"40","6/24/21","21-SP3","6B","6","B",NA,"51",NA,NA,"inspect (vitamin and water)",TRUE,1,"50","50",20,"water","B0",3
"41","6/24/21","21-SP3","6B","6","B",NA,"52",NA,NA,NA,FALSE,1,"50","50",22,"sugar","B1",3
"42","6/24/21","21-SP3","6B","6","B",NA,"71",NA,NA,"inspect (trunk)",TRUE,2,"7","7",26,"trunk","B2",0
"43","6/24/21","21-SP3","6B","6","B","16:00","72",NA,NA,"inspect (nest, went all the way inside and down the tube)",TRUE,3,"7","7",28,"nest","B3",1
"44","6/24/21","21-SP3","6B","6","B",NA,"72",NA,NA,NA,FALSE,3,"7","7",30,"nest","B3",1
"45","6/24/21","21-SP3","6B","6","B","16:03","51",NA,NA,"inspect (2nd time)",TRUE,4,"50","50",48,"water","B0",3
"46","6/24/21","21-SP3","6B","6","B",NA,"52",NA,NA,NA,FALSE,4,"50","50",50,"sugar","B1",3
"47","6/24/21","21-SP3","6B","6","B",NA,"72",NA,NA,NA,FALSE,4,"7","7",55,"nest","B3",1
"48","6/24/21","21-SP3","6B","6","B",NA,"72",NA,NA,NA,FALSE,4,"7","7",58,"nest","B3",1
"49","6/24/21","21-SP3","7A","7","A",NA,"61",NA,NA,"inspect (vitamin)",TRUE,1,"60","60",33,"water","F2",9
"50","6/24/21","21-SP3","7A","7","A",NA,"62",NA,NA,NA,FALSE,1,"60","60",35,"sugar","F3",9
"51","6/24/21","21-SP3","7A","7","A",NA,"2111",NA,NA,NA,FALSE,1,"211","211",43,"tag","G0",9
"52","6/24/21","21-SP3","7A","7","A",NA,"2112",NA,NA,NA,FALSE,1,"211","211",45,"nest","G1",9
"53","6/24/21","21-SP3","7A","7","A",NA,"2122",NA,NA,NA,FALSE,1,"212","212",49,"sugar","G3",9
"54","6/24/21","21-SP3","7B","7","B",NA,"311",NA,NA,NA,FALSE,0,"31","31",27,"water","A0",5
"55","6/24/21","21-SP3","7B","7","B",NA,"312",NA,NA,NA,FALSE,0,"31","31",29,"sugar","A1",5
"56","6/24/21","21-SP3","7B","7","B",NA,"321",NA,NA,NA,FALSE,0,"32","32",33,"nest","A2",5
"57","6/24/21","21-SP3","7B","7","B",NA,"322",NA,NA,"inspect (tag)",TRUE,1,"32","32",35,"tag","A3",5
"58","6/24/21","21-SP3","7B","7","B","16:56","321",NA,NA,"inspect (nest, went inside)",TRUE,2,"32","32",37,"nest","A2",5
"59","6/24/21","21-SP3","7B","7","B",NA,"312",NA,NA,NA,FALSE,2,"31","31",42,"sugar","A1",5
"60","6/24/21","21-SP3","7B","7","B","16:58","311",NA,NA,"inspect (vitamin and water)",TRUE,3,"31","31",46,"water","A0",5
"61","6/24/21","21-SP3","7B","7","B",NA,"312",NA,NA,NA,FALSE,3,"31","31",48,"sugar","A1",5
"62","6/24/21","21-SP3","7B","7","B",NA,"322",NA,NA,NA,FALSE,3,"32","32",53,"tag","A3",5
"63","6/25/21","21-SP3","8A","8","A","14:39","71",NA,NA,"inspect (trunk + ground)",TRUE,1,"7","ground",15,"trunk","B2",0
"64","6/25/21","21-SP3","8B","8","B",NA,"2221",NA,NA,NA,FALSE,0,"222","222",50,"water","H2",9
"65","6/25/21","21-SP3","8B","8","B","15:02","2222",NA,NA,"inspect (sugar + pollen)",TRUE,1,"222","222",52,"sugar","H3",9
"66","6/25/21","21-SP3","8B","8","B",NA,"322",NA,NA,"inspect (blank)",TRUE,2,"32","32",65,"tag","A3",5
"67","6/25/21","21-SP3","8B","8","B",NA,"321",NA,NA,"inspect (nest)",TRUE,3,"32","32",67,"nest","A2",5
"68","6/25/21","21-SP3","8B","8","B","15:05","311",NA,NA,"inspect (vitamin and water)",TRUE,4,"31","31",71,"water","A0",5
"69","6/28/21","21-MW3","1A","1","A","15:56","71",NA,NA,"inspect (trunk)",TRUE,1,"7","7",6,"trunk","B2",0
"70","6/28/21","21-MW3","1A","1","A","15:57","71",NA,NA,"inspect (trunk)",TRUE,2,"7","7",9,"trunk","B2",0
"71","6/28/21","21-MW3","1A","1","A",NA,"71",NA,NA,NA,FALSE,2,"7","7",14,"trunk","B2",0
"72","6/28/21","21-MW3","1A","1","A",NA,"72",NA,NA,NA,FALSE,2,"7","7",16,"nest","B3",1
"73","6/28/21","21-MW3","1A","1","A","15:59","71",NA,NA,"inspect (trunk)",TRUE,3,"7","7",22,"trunk","B2",0
"74","6/28/21","21-MW3","1A","1","A",NA,"72",NA,NA,"inspect (nest)",TRUE,4,"7","7",24,"nest","B3",1
"75","6/28/21","21-MW3","1A","1","A",NA,"312",NA,NA,NA,FALSE,4,"31","31",33,"sugar","A1",5
"76","6/28/21","21-MW3","1A","1","A",NA,"322",NA,NA,"inspect (tag)",TRUE,5,"32","32",37,"tag","A3",5
"77","6/28/21","21-MW3","1A","1","A",NA,"322",NA,NA,NA,FALSE,5,"32","32",39,"tag","A3",5
"78","6/28/21","21-MW3","1B","1","B","16:07","1121",NA,NA,"inspect (vitamin and water)",TRUE,1,"112","112",6,"water","C2",7
"79","6/28/21","21-MW3","1B","1","B","16:09","1221",NA,NA,"inspect (nest)",TRUE,2,"122","122",16,"nest","D2",7
"80","6/28/21","21-MW3","1B","1","B",NA,"1212",NA,NA,NA,FALSE,2,"121","1211",20,"sugar","D1",7
"81","6/28/21","21-MW3","1B","1","B","16:11","1211",NA,NA,"inspect (vitamin and water)",TRUE,3,"1212","121",21,"water","D0",7
"82","6/28/21","21-MW3","1B","1","B","16:12","1122",NA,NA,"inspect (pollen and sugar)",TRUE,4,"112","112",27,"sugar","C3",7
"83","6/28/21","21-MW3","1B","1","B","16:13","1121",NA,NA,"inspect (vitamin and water)",TRUE,5,"112","112",29,"water","C2",7
"84","6/28/21","21-MW3","1B","1","B","16:15","1212",NA,NA,"inspect (pollen and sugar)",TRUE,6,"121","121",35,"sugar","D1",7
"85","6/28/21","21-MW3","1B","1","B","16:16","72",NA,NA,"inspect (nest)",TRUE,7,"7","7",45,"nest","B3",1
"86","6/28/21","21-MW3","1B","1","B","16:17","71",NA,"7","inspect (trunk)",TRUE,8,"7","7",47,"trunk","B2",0
"87","6/28/21","21-MW3","1B","1","B","16:22","71","7",NA,NA,FALSE,8,"7","71",48,"trunk","B2",0
"88","6/28/21","21-MW3","1B","1","B","16:28","71",NA,NA,"end video",FALSE,8,"71","-1",49,"trunk","B2",0
"89","6/29/21","21-MW3","2A","2","A",NA,"311",NA,NA,NA,FALSE,0,"31","31",6,"water","A0",5
"90","6/29/21","21-MW3","2A","2","A",NA,"312",NA,NA,NA,FALSE,0,"31","31",8,"sugar","A1",5
"91","6/29/21","21-MW3","2A","2","A","15:16","321",NA,NA,"inspect (nest)",TRUE,1,"32","32",12,"nest","A2",5
"92","6/29/21","21-MW3","2A","2","A","15:25","51",NA,NA,"inspect (water and vitamin)",TRUE,2,"50","50",18,"water","B0",3
"93","6/29/21","21-MW3","2A","2","A",NA,"52",NA,NA,NA,FALSE,2,"50","50",20,"sugar","B1",3
"94","6/29/21","21-MW3","2A","2","A","15:31","71",NA,NA,"inspect (trunk)",TRUE,3,"7","71",24,"trunk","B2",0
"95","6/29/21","21-MW3","2A","2","A","15:34","71",NA,NA,"end of video",FALSE,3,"71","-1",25,"trunk","B2",0
"96","6/29/21","21-MW3","2B","2","B","15:47","71",NA,NA,"inspect (trunk)",TRUE,1,"7","7",17,"trunk","B2",0
"97","6/29/21","21-MW3","2B","2","B",NA,"52",NA,NA,NA,FALSE,1,"50","50",21,"sugar","B1",3
"98","6/29/21","21-MW3","2B","2","B",NA,"51",NA,NA,NA,FALSE,1,"50","50",23,"water","B0",3
"99","6/29/21","21-MW3","2B","2","B","15:49","321",NA,NA,"inspect (nest)",TRUE,2,"32","32",29,"nest","A2",5
"100","6/29/21","21-MW3","2B","2","B",NA,"321",NA,NA,"inspect (nest)",TRUE,3,"32","32",31,"nest","A2",5
"101","6/29/21","21-MW3","2B","2","B",NA,"312",NA,NA,NA,FALSE,3,"31","31",38,"sugar","A1",5
"102","6/29/21","21-MW3","2B","2","B",NA,"321",NA,NA,NA,FALSE,3,"32","32",42,"nest","A2",5
"103","6/29/21","21-MW3","2B","2","B","15:52","322",NA,NA,"inspect (tag)",TRUE,4,"32","32",44,"tag","A3",5
"104","6/30/21","21-MW3","3A","3","A",NA,"72",NA,NA,NA,FALSE,0,"7","7",6,"nest","B3",1
"105","6/30/21","21-MW3","3A","3","A",NA,"71",NA,NA,"inspect",TRUE,1,"7","7",20,"trunk","B2",0
"106","6/30/21","21-MW3","3A","3","A",NA,"52",NA,NA,NA,FALSE,1,"50","50",24,"sugar","B1",3
"107","6/30/21","21-MW3","3A","3","A",NA,"51",NA,NA,"inspect",TRUE,2,"50","50",26,"water","B0",3
"108","6/30/21","21-MW3","3B","3","B",NA,"1211",NA,NA,"inspect",TRUE,1,"121","121",7,"water","D0",7
"109","6/30/21","21-MW3","3B","3","B",NA,"1212",NA,NA,"inspect",TRUE,2,"121","121",9,"sugar","D1",7
"110","6/30/21","21-MW3","3B","3","B",NA,"1211",NA,NA,"inspect",TRUE,3,"121","121",11,"water","D0",7
"111","6/30/21","21-MW3","3B","3","B",NA,"72",NA,NA,"inspect",TRUE,4,"7","7",19,"nest","B3",1
"112","6/30/21","21-MW3","3B","3","B",NA,"71",NA,NA,"inspect",TRUE,5,"7","7",22,"trunk","B2",0
"113","6/30/21","21-MW3","3B","3","B",NA,"52",NA,NA,"inspect",TRUE,6,"50","50",26,"sugar","B1",3
"114","6/30/21","21-MW3","3B","3","B",NA,"51",NA,NA,"inspect",TRUE,7,"50","50",28,"water","B0",3
"115","6/30/21","21-MW3","3B","3","B",NA,"321",NA,NA,NA,FALSE,7,"32","32",38,"nest","A2",5
"116","6/30/21","21-MW3","3B","3","B",NA,"322",NA,NA,"inspect",TRUE,8,"32","32",40,"tag","A3",5
"117","6/30/21","21-MW3","3B","3","B",NA,"52",NA,NA,NA,FALSE,8,"50","50",46,"sugar","B1",3
"118","6/30/21","21-MW3","3B","3","B",NA,"51",NA,NA,"inspect",TRUE,9,"50","50",48,"water","B0",3
"119","6/30/21","21-MW3","3B","3","B",NA,"322",NA,NA,NA,FALSE,9,"32","32",54,"tag","A3",5
"120","6/30/21","21-MW3","3B","3","B",NA,"312",NA,NA,"inspect",TRUE,10,"31","31",60,"sugar","A1",5
"121","6/30/21","21-MW3","3B","3","B",NA,"311",NA,NA,"inspect",TRUE,11,"31","31",62,"water","A0",5
"122","6/30/21","21-MW3","3B","3","B",NA,"311",NA,NA,"inspect",TRUE,12,"31","31",65,"water","A0",5
"123","6/30/21","21-MW3","3B","3","B",NA,"312",NA,NA,"walk between platforms",FALSE,12,"31","31",67,"sugar","A1",5
"124","6/30/21","21-MW3","3B","3","B",NA,"312",NA,NA,"inspect",TRUE,13,"31","31",70,"sugar","A1",5
"125","6/30/21","21-MW3","3B","3","B",NA,"321",NA,"32","inspect",TRUE,14,"32","32",74,"nest","A2",5
"126","6/30/21","21-MW3","3B","3","B",NA,"321","32",NA,NA,FALSE,14,"32","32",75,"nest","A2",5
"127","6/30/21","21-MW3","3B","3","B",NA,"311",NA,NA,NA,FALSE,14,"31","31",79,"water","A0",5
"128","6/30/21","21-MW3","3B","3","B",NA,"312",NA,NA,"inspect",TRUE,15,"31","31",81,"sugar","A1",5
"129","6/30/21","21-MW3","3B","3","B",NA,"311",NA,NA,NA,FALSE,15,"31","31",83,"water","A0",5
"130","07/01/21","21-MW3","4A","4","A",NA,"51",NA,NA,"inspect",TRUE,1,"50","50",11,"water","B0",3
"131","07/01/21","21-MW3","4B","4","B",NA,"1111",NA,NA,"inspect",TRUE,1,"111","111",13,"tag","C0",7
"132","07/01/21","21-MW3","4B","4","B",NA,"1112",NA,NA,"inspect",TRUE,2,"111","111",15,"nest","C1",7
"133","07/01/21","21-MW3","4B","4","B",NA,"1111",NA,NA,"inspect",TRUE,3,"111","111",19,"tag","C0",7
"134","07/01/21","21-MW3","4B","4","B",NA,"1112",NA,NA,"inspect",TRUE,4,"111","111",21,"nest","C1",7
"135","07/01/21","21-MW3","4B","4","B",NA,"1111",NA,NA,"inspect",TRUE,5,"111","111",24,"tag","C0",7
"136","07/01/21","21-MW3","4B","4","B",NA,"1112",NA,NA,NA,FALSE,5,"111","111",26,"nest","C1",7
"137","07/01/21","21-MW3","5A","5","A",NA,"2222",NA,NA,"inspect",TRUE,1,"222","222",37,"sugar","H3",9
"138","07/01/21","21-MW3","5A","5","A",NA,"2221",NA,NA,NA,FALSE,1,"222","222",39,"water","H2",9
"139","07/01/21","21-MW3","5A","5","A",NA,"311",NA,NA,"inspect",TRUE,2,"31","31",53,"water","A0",5
"140","07/01/21","21-MW3","5A","5","A",NA,"2111",NA,NA,"inspection",TRUE,3,"211","211",63,"tag","G0",9
